"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"3484","0311131511","(03) Punjab 03","(0) rural 0","Primary","Q5 (Richest)",NA,"(1) A great deal of confidence","(1) A great deal of confidence",1623.2798129,0.265296555340387
"3485","0301051311","(03) Punjab 03","(0) rural 0","Secondary","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1998.34797921,0.326594855084602
"3486","2325050221","(23) Madhya Pradesh 23","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8625.8552381,1.40974443429103
"3487","2018051301","(20) Jharkhand 20","(1) urban 1","Middle","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"3488","2302080602","(23) Madhya Pradesh 23","(1) urban 1","College+","Q2","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",5765.10772579,0.942205532689981
"3489","2813091101","(28) Andhra Pradesh 28","(1) urban 1","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3490","0914081402","(09) Uttar Pradesh 09","(1) urban 1","Higher secondary","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3491","2922021201","(29) Karnataka 29","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"3492","2924021101","(29) Karnataka 29","(0) rural 0","Higher secondary","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",6329.61776542,1.03446477707826
"3493","2914031101","(29) Karnataka 29","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3230.50117708,0.527968639473979
"3494","2107050811","(21) Orissa 21","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",3062.36401916,0.500489576119394
"3495","2919050901","(29) Karnataka 29","(0) rural 0","Higher secondary","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",2049.35947573,0.33493178763435
"3496","1911201009","(19) West Bengal 19","(1) urban 1","Middle","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"3497","0901050601","(09) Uttar Pradesh 09","(0) rural 0","No education","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",9301.76754501,1.52021042130719
"3498","0808070501","(08) Rajasthan 08","(0) rural 0","Secondary","Q3","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",2025.64073031,0.331055375566069
"3499","2920151401","(29) Karnataka 29","(1) urban 1","College+","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"3500","2905051901","(29) Karnataka 29","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",931.22369214,0.152192145687281
"3501","3329111101","(33) Tamil Nadu 33","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"3502","2305010211","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4316.68188799,0.705485786420318
"3503","0945021013","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q4","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",5822.65429174,0.951610507480451
"3504","0942070802","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",10009.70642845,1.63591058937163
"3505","0316061001","(03) Punjab 03","(0) rural 0","Higher secondary","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",5229.05266768,0.854596754918447
"3506","0103070901","(01) Jammu & Kashmir 01","(1) urban 1","Secondary","Q4","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",1844.57654723,0.301463617148998
"3507","0612020111","(06) Haryana 06","(0) rural 0","Middle","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1268.38383838,0.207295045806352
"3508","2903050809","(29) Karnataka 29","(1) urban 1","Primary","Q1 (Poorest)","(6) Muslim 6","(3) Hardly any confidence at all","(3) Hardly any confidence at all",4741.77914111,0.774960461113599
"3509","2916310211","(29) Karnataka 29","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",931.63200771,0.152258877690816
"3510","2804022211","(28) Andhra Pradesh 28","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",6028.00775464,0.985171921786012
"3511","2406040731","(24) Gujarat 24","(0) rural 0","Secondary","Q3","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",1867.91970159,0.305278645459751
"3512","0826060901","(08) Rajasthan 08","(1) urban 1","No education","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"3513","0923051501","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4920.07586053,0.804099926235211
"3514","0936020801","(09) Uttar Pradesh 09","(1) urban 1","College+","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3515","0808020511","(08) Rajasthan 08","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2343.38834914,0.382985639266331
"3516","2210101001","(22) Chhattisgarh 22","(1) urban 1","College+","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3517","0805010911","(08) Rajasthan 08","(0) rural 0","Primary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4621.01591037,0.755223833532515
"3518","3204040501","(32) Kerala 32","(1) urban 1","College+","Q3","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",4436.06347306,0.724996608299859
"3519","0936040101","(09) Uttar Pradesh 09","(1) urban 1","College+","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3520","3211150311","(32) Kerala 32","(1) urban 1","Secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"3521","3309031201","(33) Tamil Nadu 33","(1) urban 1","Higher secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"3522","2919041301","(29) Karnataka 29","(0) rural 0","Middle","Q4","(2) Forward caste 2","(3) Hardly any confidence at all","(2) Only some confidence",1416.22398634,0.231456919614621
"3523","2322031101","(23) Madhya Pradesh 23","(1) urban 1","College+","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3524","2312010811","(23) Madhya Pradesh 23","(0) rural 0","College+","Q2","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",2835.73827564,0.463451581419084
"3525","2209040813","(22) Chhattisgarh 22","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3247.7348075,0.530785173475143
"3526","1910071001","(19) West Bengal 19","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",23574.25078366,3.85279695954716
"3527","2806060309","(28) Andhra Pradesh 28","(1) urban 1","Middle","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3528","0618091509","(06) Haryana 06","(1) urban 1","Primary","Q1 (Poorest)","(4) Dalit 4","(3) Hardly any confidence at all","(3) Hardly any confidence at all",4407.66666667,0.72035564938565
"3529","2818070501","(28) Andhra Pradesh 28","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",5919.79890184,0.967487086628795
"3530","0605030912","(06) Haryana 06","(0) rural 0","Secondary","Q3","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",706.24298156,0.115423002708612
"3531","0619030111","(06) Haryana 06","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",2724.63429535,0.44529358855716
"3532","2805011101","(28) Andhra Pradesh 28","(1) urban 1","Middle","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3533","0829030301","(08) Rajasthan 08","(1) urban 1","No education","Q2","(6) Muslim 6","(1) A great deal of confidence","(3) Hardly any confidence at all",3810.71445498,0.62279430216403
"3534","0824061412","(08) Rajasthan 08","(0) rural 0","Secondary","Q2","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",5997.75667372,0.980227914289817
"3535","2313040311","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4003.99465651,0.65438255409319
"3536","2802010211","(28) Andhra Pradesh 28","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8179.0125,1.3367158422672
"3537","2922010701","(29) Karnataka 29","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"3538","2117071401","(21) Orissa 21","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2809.13430127,0.459103629388487
"3539","0310031002","(03) Punjab 03","(1) urban 1","Higher secondary","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3540","0824010211","(08) Rajasthan 08","(0) rural 0","College+","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",6367.98850091,1.04073579940632
"3541","2705021811","(27) Maharashtra 27","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3649.39793428,0.596429952086424
"3542","0947031702","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",15749.27373759,2.57394198984771
"3543","0824080501","(08) Rajasthan 08","(0) rural 0","No education","Q4","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",5861.44376501,0.957949965139088
"3544","0505040901","(05) Uttarakhand 05","(1) urban 1","No education","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3545","0924050201","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",10309.76253208,1.68494948585103
"3546","1014071301","(10) Bihar 10","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",15069.11014372,2.46278120469676
"3547","2815020511","(28) Andhra Pradesh 28","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8741.20367057,1.42859610826308
"3548","3208011201","(32) Kerala 32","(0) rural 0","Higher secondary","Q1 (Poorest)","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",18969.19010242,3.1001807277936
"3549","2109022011","(21) Orissa 21","(0) rural 0","Primary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",3121.72229751,0.510190643459754
"3550","0710190109","(07) Delhi 07","(1) urban 1","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",4407.66666667,0.72035564938565
"3551","1012020811","(10) Bihar 10","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",15593.09566996,2.54841742961312
"3552","1817111309","(18) Assam 18","(1) urban 1","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(3) Hardly any confidence at all","(3) Hardly any confidence at all",3386.9209622,0.553532704183984
"3553","0829040901","(08) Rajasthan 08","(1) urban 1","College+","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"3554","0906021701","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q2","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",8807.48295076,1.4394282917136
"3555","0602051001","(06) Haryana 06","(0) rural 0","Secondary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1978.51425577,0.323353381577453
"3556","3313021201","(33) Tamil Nadu 33","(1) urban 1","Middle","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"3557","2412100601","(24) Gujarat 24","(1) urban 1","Secondary","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",6938.99873258,1.13405738593891
"3558","2308051002","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",1828.53568328,0.298842019863798
"3559","1809041501","(18) Assam 18","(0) rural 0","No education","Q2","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",17389.19404138,2.84195814095785
"3560","0947041301","(09) Uttar Pradesh 09","(0) rural 0","College+","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",9971.43424875,1.62965567425528
"3561","1902030711","(19) West Bengal 19","(0) rural 0","No education","Q2","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4601.02716951,0.751957025152587
"3562","0804061401","(08) Rajasthan 08","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6572.7843586,1.07420608294053
"3563","0904050701","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",3948.18194849,0.645260947907826
"3564","0301081501","(03) Punjab 03","(1) urban 1","Primary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3565","0903070201","(09) Uttar Pradesh 09","(0) rural 0","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",4889.00876605,0.799022555664543
"3566","2012040211","(20) Jharkhand 20","(0) rural 0","College+","Q4","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",16275.58473009,2.65995827135286
"3567","2905050601","(29) Karnataka 29","(0) rural 0","No education","Q2","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",931.22369214,0.152192145687281
"3568","2209041031","(22) Chhattisgarh 22","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3247.7348075,0.530785173475143
"3569","3208131401","(32) Kerala 32","(1) urban 1","College+","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"3570","1707020202","(17) Meghalaya 17","(0) rural 0","Middle","Q4","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",3293.66527778,0.538291701587926
"3571","2209031811","(22) Chhattisgarh 22","(0) rural 0","Middle","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3035.92582103,0.496168717301612
"3572","1032030711","(10) Bihar 10","(1) urban 1","College+","Q4","(6) Muslim 6","(3) Hardly any confidence at all","(1) A great deal of confidence",4366.34554335,0.713602438021549
"3573","0617020711","(06) Haryana 06","(1) urban 1","Middle","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"3574","0807040311","(08) Rajasthan 08","(0) rural 0","No education","Q3","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",9213.33893047,1.50575831844448
"3575","1027080801","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",7395.47069837,1.20865970598945
"3576","0950041501","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",9395.7557363,1.53557113927691
"3577","0966012621","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q3","(6) Muslim 6","(3) Hardly any confidence at all","(1) A great deal of confidence",10382.19555418,1.69678739026117
"3578","3001030501","(30) Goa 30","(0) rural 0","Higher secondary","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",978.24645886,0.159877190455443
"3579","0310030801","(03) Punjab 03","(1) urban 1","Secondary","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(3) Hardly any confidence at all","(2) Only some confidence",3916.37868853,0.640063264027985
"3580","3310061501","(33) Tamil Nadu 33","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",7625.77148394,1.24629832172185
"3581","0505031301","(05) Uttarakhand 05","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(3) Hardly any confidence at all","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3582","0710320201","(07) Delhi 07","(1) urban 1","College+","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"3583","0945022011","(09) Uttar Pradesh 09","(0) rural 0","College+","Q1 (Poorest)","(1) Brahmin 1","(2) Only some confidence","(2) Only some confidence",5822.65429174,0.951610507480451
"3584","3209040901","(32) Kerala 32","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",11859.90301873,1.93829270378166
"3585","0949031201","(09) Uttar Pradesh 09","(0) rural 0","College+","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",5811.77231274,0.949832039269953
"3586","1906090201","(19) West Bengal 19","(1) urban 1","Middle","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"3587","0907020201","(09) Uttar Pradesh 09","(1) urban 1","Middle","Q4","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",6466.85824346,1.05689432113341
"3588","2709031001","(27) Maharashtra 27","(1) urban 1","Middle","Q4","(7) Christian, Sikh, Jain 7","(3) Hardly any confidence at all","(3) Hardly any confidence at all",9592.3,1.56769284479999
"3589","2332021001","(23) Madhya Pradesh 23","(1) urban 1","Secondary","Q3","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3590","2805030301","(28) Andhra Pradesh 28","(1) urban 1","College+","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3591","0807021313","(08) Rajasthan 08","(0) rural 0","Middle","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",7430.1119828,1.214321215089
"3592","2211040801","(22) Chhattisgarh 22","(1) urban 1","Middle","Q2","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3593","1809021501","(18) Assam 18","(0) rural 0","Secondary","Q2","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",13041.89635158,2.13146873982205
"3594","3328031409","(33) Tamil Nadu 33","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"3595","0903080701","(09) Uttar Pradesh 09","(1) urban 1","Middle","Q4","(6) Muslim 6","(3) Hardly any confidence at all","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3596","2416021201","(24) Gujarat 24","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",11983.02529947,1.95841487662358
"3597","1901042011","(19) West Bengal 19","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",5840.63151119,0.954548568039563
"3598","0965011901","(09) Uttar Pradesh 09","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",3516.0017316,0.574628687273509
"3599","2731081502","(27) Maharashtra 27","(0) rural 0","Secondary","Q3","(4) Dalit 4","(3) Hardly any confidence at all","(1) A great deal of confidence",4607.28091967,0.752979090702976
"3600","1009020202","(10) Bihar 10","(1) urban 1","Secondary","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",4366.34554335,0.713602438021549
"3601","0601011111","(06) Haryana 06","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",7223.44323376,1.18054484038077
"3602","2810010511","(28) Andhra Pradesh 28","(0) rural 0","No education","Q3","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",9438.32177477,1.54252781014218
"3603","2734031201","(27) Maharashtra 27","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",9592.3,1.56769284479999
"3604","1916031401","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"3605","3305040111","(33) Tamil Nadu 33","(0) rural 0","Higher secondary","Q4","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",7367.7925999,1.20413620725306
"3606","0301101501","(03) Punjab 03","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3607","0945061601","(09) Uttar Pradesh 09","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",9907.90390244,1.61927275573335
"3608","2337031011","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2529.41485668,0.413388402400678
"3609","2122010611","(21) Orissa 21","(0) rural 0","Primary","Q2","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",6311.87215534,1.03156456900001
"3610","0113130501","(01) Jammu & Kashmir 01","(1) urban 1","College+","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1844.57654723,0.301463617148998
"3611","2002091201","(20) Jharkhand 20","(1) urban 1","Higher secondary","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"3612","0701041101","(07) Delhi 07","(1) urban 1","Middle","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"3613","2107020111","(21) Orissa 21","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",2536.02001371,0.41446789922779
"3614","2207021221","(22) Chhattisgarh 22","(0) rural 0","College+","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4507.55297158,0.736680310363821
"3615","2917011402","(29) Karnataka 29","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1866.72769282,0.305083832576535
"3616","0612020411","(06) Haryana 06","(0) rural 0","Secondary","Q4","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",1268.38383838,0.207295045806352
"3617","1407010501","(14) Manipur 14","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",7615.07046211,1.24454942778036
"3618","3209032001","(32) Kerala 32","(0) rural 0","Middle","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",8471.3592249,1.38449477628995
"3619","0915050601","(09) Uttar Pradesh 09","(1) urban 1","Primary","Q3","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3620","2803061401","(28) Andhra Pradesh 28","(0) rural 0","Middle","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",20685.14900292,3.38062405111384
"3621","3205071001","(32) Kerala 32","(0) rural 0","Secondary","Q3","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",6652.18898057,1.08718337281954
"3622","0317011001","(03) Punjab 03","(1) urban 1","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",3916.37868853,0.640063264027985
"3623","2416061201","(24) Gujarat 24","(1) urban 1","Higher secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6938.99873258,1.13405738593891
"3624","0208070112","(02) Himachal Pradesh 02","(0) rural 0","Middle","Q5 (Richest)","(1) Brahmin 1","(2) Only some confidence","(2) Only some confidence",1032.4987685,0.168743776950497
"3625","1002030821","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",11086.29930395,1.81186077313194
"3626","2805031501","(28) Andhra Pradesh 28","(1) urban 1","College+","Q4","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3627","2916031701","(29) Karnataka 29","(0) rural 0","Primary","Q1 (Poorest)","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",802.0136912,0.131075041973861
"3628","0311101001","(03) Punjab 03","(1) urban 1","College+","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3629","2925351211","(29) Karnataka 29","(0) rural 0","Middle","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",478.1150679,0.0781395047004253
"3630","0815040611","(08) Rajasthan 08","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",10041.75343623,1.64114810954864
"3631","3402031901","(34) Pondicherry 34","(0) rural 0","College+","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1710.82247374,0.279603864641974
"3632","2310011041","(23) Madhya Pradesh 23","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",1788.92044894,0.292367606071497
"3633","2910031701","(29) Karnataka 29","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3187.43379966,0.520930033568656
"3634","0505040701","(05) Uttarakhand 05","(1) urban 1","Higher secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",6466.85824346,1.05689432113341
